15, 15, 2, 3, 1, 0, 19, 19, 0, 0
1, 9, 13, 13, 5, 7, 0, 8, 0, 0
10, 2, 6, 6, 7, 1, 12, 0, 0, 0
14, 1, 10, 18, 4, 2, 16, 0, 0, 0
0, 11, 11, 5, 8, 17, 17, 0, 0, 0
